Total Bathrooms,AC,NUM_UNITS,ROOMS,BEDRM,RMDL_10,SALEDATE,PRICE,SALE_NUM,GBA,CNDTN,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,ZIPCODE,Census,X,Y,grade_5_english_75_N,grade_5_english_25_N,grade_5_math_75_N,grade_5_math_25_N,grade_8_english_75_N,grade_8_english_25_N,grade_8_math_75_N,grade_8_math_25_N,grade_9_12_english_75_N,grade_9_12_english_25_N,grade_9_12_math_75_N,grade_9_12_math_25_N,Starbucks_count_N,McDonalds_count_N,Population_size,Percent_White,Percent_Black,Percent_AmInd,Percent_Asian,Percent_HI_PI,Percent_Other_mixed,Percent_Hispanic,Percent_18plus,Total_Hounting_Units,Percent_Occupied,Percent_Vacant,FAGI_Total,FAGI_Median,Crime,,,,
2,Y,1,7,3,Yes,10/14/16 0:00,830000,6,1974,Good,1,2,980,650 6TH STREET NE,20002,8300.01,-76.99896436,38.89820961,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
2.5,Y,1,6,3,Yes,6/10/16 0:00,818000,5,1598,Good,1,1,1440,335 F STREET NE,20002,8300.01,-77.00133544,38.89674593,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
1.5,N,1,6,2,No,3/16/16 0:00,805000,4,1480,Good,1,1,1323,411 3RD STREET NE,20002,8300.01,-77.00124627,38.89551255,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
2,Y,1,6,3,Yes,8/11/16 0:00,783000,4,942,Good,1,2,840,503 F STREET NE,20002,8300.01,-76.99902762,38.89678066,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
2.5,Y,1,9,4,No,9/23/16 0:00,760930,4,1630,Average,1,1,1512,229 E STREET NE,20002,8300.01,-77.00237763,38.89573081,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
2.5,Y,0,6,3,No,5/3/16 0:00,757000,3,1020,Good,1,0,978,757 3RD STREET NE,20002,8300.01,-77.00121607,38.89946807,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
1.5,Y,1,6,2,No,4/1/16 0:00,750000,3,1346,Good,1,1,1166,310 5TH STREET NE,20002,8300.01,-77.00012182,38.89447421,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
1.5,Y,1,5,2,No,10/13/16 0:00,740000,5,994,Very Good,1,1,785,441 5TH STREET NE,20002,8300.01,-76.99904711,38.89551062,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
2.5,Y,1,6,3,No,8/4/16 0:00,735000,3,1674,Good,1,1,1481,502 GROFF COURT NE,20002,8300.01,-77.00133544,38.89674593,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
2.5,Y,1,7,3,No,6/6/16 0:00,720000,2,1020,Good,1,0,1164,755 3RD STREET NE,20002,8300.01,-77.00121607,38.89946807,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
2,Y,1,6,3,No,9/21/16 0:00,700000,2,1496,Good,1,0,1294,732 4TH STREET NE,20002,8300.01,-77.00121607,38.89946807,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
1.5,Y,1,5,2,No,2/8/16 0:00,670000,6,1224,Good,1,1,1079,416 D STREET NE,20002,8300.01,-77.00029519,38.8955462,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0,2279,0.764809127,0.168056165,0.002193945,0.029398859,0.000438789,0.037735849,0.035103115,0.894690654,1154,0.928942808,0.071057192,159487649,82900,1499.736609,,,,
3.5,Y,1,8,3,No,6/28/16 0:00,1600000,3,2736,Good,1,3,6436,535 4TH STREET SE,20003,7000,-77.0011896,38.88181815,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
3.5,Y,2,10,4,Yes,4/7/16 0:00,1569000,3,1738,Very Good,2,0,1496,511 1/2 6TH STREET SE,20003,7000,-76.99884572,38.88195462,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
3.5,Y,1,8,4,Yes,7/28/16 0:00,1512501,5,1688,Very Good,1,1,1256,501 G STREET SE,20003,7000,-76.99919126,38.88060607,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
4,N,4,16,6,No,5/3/16 0:00,1430000,2,3142,Average,4,0,2762,512 5TH STREET SE,20003,7000,-76.99884572,38.88195462,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
3.5,Y,1,8,3,Yes,12/12/16 0:00,1320000,2,2175,Very Good,1,2,1460,635 E STREET SE,20003,7000,-76.99723812,38.88212606,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,2,8,3,No,10/11/16 0:00,1150000,4,1698,Good,2,2,1460,409 SOUTH CAROLINA AVENUE SE,20003,7000,-77.0000183,38.88192373,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2,Y,1,7,2,No,7/28/16 0:00,1150000,4,2592,Good,1,1,2455,722 9TH STREET SE,20003,7000,-76.99323664,38.88022883,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,1,8,3,Yes,4/19/16 0:00,1095000,3,1884,Very Good,1,1,1111,635 SOUTH CAROLINA AVENUE SE,20003,7000,-76.99713953,38.88308564,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
3,N,3,10,3,No,12/19/16 0:00,997000,2,1854,Average,3,3,1880,602 E STREET SE,20003,7000,-76.99713953,38.88308564,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,1,8,3,Yes,3/28/16 0:00,956000,5,1836,Good,1,1,2043,753 10TH STREET SE,20003,7000,-76.99323664,38.88022883,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
3,0,3,9,3,Yes,1/13/16 0:00,950000,2,1304,Good,3,1,786,719 E STREET SE,20003,7000,-76.99570165,38.88185736,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,1,6,3,No,9/21/16 0:00,935000,2,1846,Good,1,1,1412,710 9TH STREET SE,20003,7000,-76.99323664,38.88022883,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,2,11,3,No,6/27/16 0:00,915000,3,2016,Good,2,2,1465,914 I STREET SE,20003,7000,-76.99323664,38.88022883,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,N,2,6,3,No,11/29/16 0:00,898000,2,1190,Very Good,2,1,1193,814 E STREET SE,20003,7000,-76.99458372,38.88299246,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
1.5,Y,1,8,3,No,5/6/16 0:00,892000,3,1358,Good,1,1,1992,751 10TH STREET SE,20003,7000,-76.99323664,38.88022883,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2,Y,1,5,2,No,9/26/16 0:00,834125,4,1476,Good,1,0,2079,518 9TH STREET SE,20003,7000,-76.99314318,38.88204801,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
1.5,Y,1,5,2,Yes,11/2/16 0:00,822505,4,1116,Good,1,1,1262,718 9TH STREET SE,20003,7000,-76.99323664,38.88022883,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,2,8,3,No,11/28/16 0:00,789000,3,1229,Average,2,2,1489,719 6TH STREET SE,20003,7000,-76.99919126,38.88060607,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
1.5,Y,1,4,2,No,4/1/16 0:00,781500,4,1132,Good,1,1,1622,729 10TH STREET SE,20003,7000,-76.99323664,38.88022883,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,1,4,2,Yes,5/3/16 0:00,765000,4,1140,Good,1,0,937,1006 G STREET SE,20003,7000,-76.9920519,38.88196995,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
1,Y,1,5,2,No,5/26/16 0:00,757000,6,1256,Good,1,2,814,525 9TH STREET SE,20003,7000,-76.99421766,38.8820533,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
1.5,Y,1,6,3,No,8/1/16 0:00,750000,3,1150,Good,1,1,1384,739 10TH STREET SE,20003,7000,-76.99323664,38.88022883,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,1,8,2,No,8/3/16 0:00,740000,6,1156,Good,1,1,1877,635 ELLEN WILSON PLACE SE,20003,7000,-76.99713179,38.88031067,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,1,6,2,No,6/7/16 0:00,720000,5,1156,Good,1,1,1877,631 ELLEN WILSON PLACE SE,20003,7000,-76.99713179,38.88031067,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2.5,Y,1,5,2,No,8/8/16 0:00,700000,3,1870,Good,1,0,1214,822 G STREET SE,20003,7000,-76.99421766,38.8820533,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
2,Y,1,5,2,Yes,7/12/16 0:00,682000,4,980,Good,1,0,1148,507 9TH STREET SE,20003,7000,-76.99421766,38.8820533,0,0,0,0,0,0,0,0,0,0,0,0,6.161129936,0,2812,0.785561878,0.15398293,0.00284495,0.02311522,0.001422475,0.034495021,0.057610242,0.923186344,1268,0.942429022,0.057570978,147508156,83749,2193.362257,,,,
5.5,Y,2,11,6,No,3/1/16 0:00,2800000,4,5103,Good,2,7,3838,1957 BILTMORE STREET NW,20009,4000.01,-77.04593467,38.92285693,0,0,0,0,0,0,0,0,0,0,0,0,9.389320474,0,3745,0.86435247,0.037116155,0.001335113,0.043257677,0.002136182,0.052336449,0.09212283,0.930841121,2489,0.926074729,0.073925271,269573000,85301.5,1483.512635,,,,
3.5,Y,1,8,4,Yes,10/3/16 0:00,1900000,4,1742,Very Good,2,1,2684,2329 20TH STREET NW,20009,4000.01,-77.04602757,38.9201422,0,0,0,0,0,0,0,0,0,0,0,0,9.389320474,0,3745,0.86435247,0.037116155,0.001335113,0.043257677,0.002136182,0.052336449,0.09212283,0.930841121,2489,0.926074729,0.073925271,269573000,85301.5,1483.512635,,,,
3.5,Y,2,10,3,Yes,7/22/16 0:00,1749000,2,3566,Average,2,3,2423,1849 MINTWOOD PLACE NW,20009,4000.01,-77.04482722,38.92193074,0,0,0,0,0,0,0,0,0,0,0,0,9.389320474,0,3745,0.86435247,0.037116155,0.001335113,0.043257677,0.002136182,0.052336449,0.09212283,0.930841121,2489,0.926074729,0.073925271,269573000,85301.5,1483.512635,,,,
2,Y,1,7,4,No,6/13/16 0:00,1250000,2,1610,Average,1,0,2743,2038 ALLEN PLACE NW,20009,4000.01,-77.04763288,38.92094398,0,0,0,0,0,0,0,0,0,0,0,0,9.389320474,0,3745,0.86435247,0.037116155,0.001335113,0.043257677,0.002136182,0.052336449,0.09212283,0.930841121,2489,0.926074729,0.073925271,269573000,85301.5,1483.512635,,,,
4,N,4,11,4,No,1/27/16 0:00,450896,2,4457,Average,4,0,2240,1830 CALVERT STREET NW,20009,4000.01,-77.04394117,38.922688,0,0,0,0,0,0,0,0,0,0,0,0,9.389320474,0,3745,0.86435247,0.037116155,0.001335113,0.043257677,0.002136182,0.052336449,0.09212283,0.930841121,2489,0.926074729,0.073925271,269573000,85301.5,1483.512635,,,,
3,Y,1,8,3,No,7/19/16 0:00,1350000,3,2616,Good,1,4,2315,411 11TH STREET SE,20003,6900,-76.99219948,38.88363767,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
3.5,Y,2,9,4,Yes,7/25/16 0:00,1170000,4,1732,Good,2,1,1156,1011 D STREET SE,20003,6900,-76.99219948,38.88363767,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
3.5,Y,1,6,4,Yes,6/3/16 0:00,1150000,3,1400,Excellent,1,0,2037,259 KENTUCKY AVENUE SE,20003,6900,-76.98765518,38.88567448,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
3.5,Y,1,6,3,Yes,11/4/16 0:00,1120000,4,1792,Very Good,1,0,1467,536 14TH STREET SE,20003,6900,-76.98480018,38.88185245,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
3.5,Y,1,10,3,No,2/16/16 0:00,1100000,8,1768,Good,1,3,1275,1104 D STREET SE,20003,6900,-76.99089423,38.88462324,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2.5,Y,1,8,4,No,4/6/16 0:00,1100000,4,2364,Good,1,0,1800,1239 E STREET SE,20003,6900,-76.98934713,38.88215306,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2,Y,1,10,3,Yes,7/6/16 0:00,1050000,5,1200,Very Good,2,1,1000,1338 PENNSYLVANIA AVENUE SE,20003,6900,-76.9860517,38.88099152,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
1.5,Y,1,8,3,Yes,6/15/16 0:00,1050000,3,1636,Good,1,1,1646,326 12TH STREET SE,20003,6900,-76.98914013,38.88483418,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
4.5,Y,2,6,4,Yes,1/8/16 0:00,1008500,7,1800,Good,2,0,1425,317 13TH STREET SE,20003,6900,-76.98914013,38.88483418,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
3.5,Y,2,5,4,Yes,2/2/16 0:00,980500,3,1604,Good,2,0,1637,1110 E STREET SE,20003,6900,-76.99081126,38.88354542,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
1.5,Y,1,5,3,No,5/12/16 0:00,930000,4,2230,Good,1,1,2925,1235 E STREET SE,20003,6900,-76.98934713,38.88215306,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
1.5,Y,1,7,3,Yes,3/4/16 0:00,917416,3,1692,Good,1,0,2700,1241 E STREET SE,20003,6900,-76.98934713,38.88215306,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2.5,Y,1,6,3,No,11/18/16 0:00,885000,5,1424,Good,1,0,1466,501 KENTUCKY AVENUE SE,20003,6900,-76.98480018,38.88185245,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2.5,Y,1,7,3,Yes,8/19/16 0:00,853000,4,1680,Average,1,2,1055,333 11TH STREET SE,20003,6900,-76.99209275,38.88458772,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2.5,Y,1,6,3,Yes,8/17/16 0:00,851000,6,1488,Very Good,1,0,1866,430 KENTUCKY AVENUE SE,20003,6900,-76.98423396,38.88351657,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2.5,Y,1,6,3,Yes,6/14/16 0:00,850000,4,1732,Very Good,1,1,1058,1400 E STREET SE,20003,6900,-76.98735686,38.88340363,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
3,Y,1,8,3,No,10/24/16 0:00,849000,6,1420,Good,1,1,1179,307 13TH STREET SE,20003,6900,-76.98914013,38.88483418,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
3.5,Y,2,6,4,Yes,9/12/16 0:00,837600,4,1442,Very Good,2,1,1485,232 14TH STREET SE,20003,6900,-76.9845008,38.88604008,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
1.5,Y,1,5,3,Yes,7/22/16 0:00,811000,6,1544,Very Good,1,1,1446,424 KENTUCKY AVENUE SE,20003,6900,-76.98423396,38.88351657,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
1.5,Y,1,5,2,No,3/29/16 0:00,798000,3,1216,Very Good,1,1,1425,1350 G STREET SE,20003,6900,-76.98691432,38.88201861,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
3.5,Y,1,6,3,Yes,10/5/16 0:00,791000,5,1152,Good,1,0,1280,321 KENTUCKY AVENUE SE,20003,6900,-76.98691924,38.88467386,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2,Y,1,5,2,No,6/24/16 0:00,775000,3,1336,Good,1,1,1325,1249 C STREET SE,20003,6900,-76.98914013,38.88483418,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2,Y,1,8,3,Yes,6/27/16 0:00,765000,3,1216,Good,1,0,1425,1342 G STREET SE,20003,6900,-76.98691432,38.88201861,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2.5,Y,1,6,3,Yes,4/19/16 0:00,765000,3,1200,Good,1,1,1313,1408 G STREET SE,20003,6900,-76.98480018,38.88185245,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2.5,Y,1,6,3,Yes,8/5/16 0:00,757000,4,1274,Good,1,1,870,415 KENTUCKY AVENUE SE,20003,6900,-76.98735686,38.88340363,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2,Y,1,7,3,Yes,6/14/16 0:00,750000,3,1200,Good,2,1,1159,1414 G STREET SE,20003,6900,-76.98480018,38.88185245,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
1,Y,1,6,3,Yes,9/27/16 0:00,750000,3,1274,Good,1,1,1047,409 KENTUCKY AVENUE SE,20003,6900,-76.98735686,38.88340363,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
2,Y,1,6,3,Yes,5/19/16 0:00,749000,5,1438,Good,1,0,1013,448 KENTUCKY AVENUE SE,20003,6900,-76.98423396,38.88351657,0,0,0,0,0,0,0,0,0,0,0,0,6.313038849,0,2179,0.644332263,0.291877008,0.003212483,0.027994493,0.000917852,0.03304268,0.039926572,0.866452501,1190,0.936134454,0.063865546,136440279,86964.5,1571.946674,,,,
