BATHRM,HF_BATHRM,AC,NUM_UNITS,ROOMS,BEDRM,YR_RMDL,SALEDATE,PRICE,SALE_NUM,GBA,GRADE,CNDTN,EXTWALL,ROOF,INTWALL,KITCHENS,FIREPLACES,LANDAREA,FULLADDRESS,CITY,STATE,ZIPCODE,CENSUS_TRACT
2,0,Y,1,4,2,2017,11/30/16 0:00,318500,4,928,Average,Good,Common Brick,Built Up,Hardwood,1,0,3125,3823 1ST STREET SE,WASHINGTON,DC,20032,9803
1,0,Y,1,6,3,2017,11/30/16 0:00,206000,3,1016,Average,Average,Common Brick,Built Up,Hardwood,1,0,3076,82 DARRINGTON STREET SW,WASHINGTON,DC,20032,9807
2,0,Y,,5,1,,11/30/16 0:00,487750,4,,,,,,,,0,41,,,,20003,7100
1,0,Y,,4,1,,11/30/16 0:00,350000,3,,,,,,,,0,27,,,,20003,7100
1,0,Y,,3,1,2007,11/30/16 0:00,180000,2,,,,,,,,0,616,,,,20032,10400
1,0,Y,,4,1,,11/30/16 0:00,392500,4,,,,,,,,0,379,,,,20007,300
1,0,Y,,3,1,,11/30/16 0:00,,4,,,,,,,,0,134,,,,20037,5500
1,0,Y,,3,1,,11/30/16 0:00,449000,2,,,,,,,,1,192,,,,20009,5301
2,0,Y,,4,2,,11/30/16 0:00,765000,2,,,,,,,,0,242,,,,20005,5201
1,0,Y,,3,1,,11/30/16 0:00,369900,2,,,,,,,,0,181,,,,20002,8802
1,0,N,,3,1,2003,11/30/16 0:00,279500,4,,,,,,,,0,381,,,,20016,701
1,1,Y,,4,2,2004,11/30/16 0:00,455000,4,,,,,,,,1,256,,,,20005,5002
1,0,Y,,3,1,,11/30/16 0:00,480000,4,,,,,,,,0,272,,,,20009,3700
2,1,Y,,4,2,2016,11/30/16 0:00,1030000,2,,,,,,,,0,720,,,,20009,4002
1,0,Y,,3,1,2008,11/30/16 0:00,339000,3,,,,,,,,0,493,,,,20011,2502
2,0,Y,,5,2,2016,11/30/16 0:00,900000,2,,,,,,,,0,976,,,,20011,2502
1,0,Y,,3,1,1983,11/30/16 0:00,350000,4,,,,,,,,0,350,,,,20009,2802
1,0,Y,,2,1,2007,11/30/16 0:00,,3,,,,,,,,0,704,,,,20011,9501
1,0,0,,3,1,2006,11/30/16 0:00,,4,,,,,,,,0,120,,,,20010,2900
1,0,Y,,4,1,2003,11/30/16 0:00,220000,4,,,,,,,,0,657,,,,20011,2001
1,0,N,,3,1,2000,11/30/16 0:00,278400,3,,,,,,,,0,155,,,,20009,3700
1,1,Y,,4,2,2004,11/30/16 0:00,452500,7,,,,,,,,1,685,,,,20009,3600
1,0,Y,,3,1,2004,11/30/16 0:00,361500,3,,,,,,,,1,441,,,,20002,8002
1,0,Y,,3,1,1986,11/30/16 0:00,295000,2,,,,,,,,0,239,,,,20009,4001
1,0,N,,3,1,1980,11/30/16 0:00,,5,,,,,,,,0,267,,,,20009,4001
2,0,Y,,4,2,,11/30/16 0:00,,2,,,,,,,,0,154,,,,20001,4701
2,1,Y,,4,2,,11/30/16 0:00,800000,3,,,,,,,,0,785,,,,20001,4802
1,0,Y,,2,0,,11/30/16 0:00,193000,3,,,,,,,,0,344,,,,20024,11000
2,0,Y,,4,2,2016,11/30/16 0:00,717500,2,,,,,,,,0,1136,,,,20001,4802
4,0,Y,4,14,6,2008,12/1/16 0:00,650000,5,3010,Good Quality,Good,Brick/Siding,Built Up,Hardwood,4,0,1395,1643 13TH STREET NW,WASHINGTON,DC,20009,5001
1,1,Y,1,6,3,,12/1/16 0:00,450000,5,1350,Above Average,Average,Common Brick,Metal- Sms,Wood Floor,1,1,1151,1417 CARROLLSBURG PLACE SW,WASHINGTON,DC,20024,6400
3,0,Y,2,9,3,1998,12/1/16 0:00,,3,2136,Good Quality,Good,Common Brick,Metal- Sms,Wood Floor,2,1,1106,323 C STREET SE,WASHINGTON,DC,20003,6500
3,1,Y,1,10,4,2016,12/1/16 0:00,,4,2172,Average,Very Good,Wood Siding,Metal- Sms,Hardwood,1,0,1128,421 9TH STREET SE,WASHINGTON,DC,20003,7000
2,0,Y,1,5,3,2005,12/1/16 0:00,1425000,4,1500,Superior,Very Good,Common Brick,Slate,Hardwood,1,2,1391,3334 VOLTA PLACE NW,WASHINGTON,DC,20007,202
2,1,Y,1,6,3,2015,12/1/16 0:00,675000,2,1108,Above Average,Good,Common Brick,Metal- Sms,Carpet,1,0,1334,410 16TH STREET SE,WASHINGTON,DC,20003,6802
2,0,N,1,6,3,,12/1/16 0:00,847000,2,1512,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,0,1582,3861 BEECHER STREET NW,WASHINGTON,DC,20007,300
2,1,Y,1,7,2,2000,12/1/16 0:00,2000000,4,2334,Superior,Good,Common Brick,Metal- Sms,Hardwood,1,1,2070,3025 DUMBARTON STREET NW,WASHINGTON,DC,20007,100
3,2,Y,1,11,5,2006,12/1/16 0:00,1295000,3,2918,Very Good,Good,Brick/Stucco,Comp Shingle,Hardwood,1,1,5058,4125 MILITARY ROAD NW,WASHINGTON,DC,20015,1100
3,1,Y,1,11,5,2016,12/1/16 0:00,1455000,4,2094,Good Quality,Good,Wood Siding,Comp Shingle,Hardwood,1,1,4582,3829 WARREN STREET NW,WASHINGTON,DC,20016,1200
3,1,Y,1,8,3,,12/1/16 0:00,1095000,2,2232,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,3745,4222 37TH STREET NW,WASHINGTON,DC,20008,1200
3,1,Y,1,10,4,2017,12/1/16 0:00,1100000,4,2156,Good Quality,Good,Wood Siding,Shake,Hardwood,1,1,4859,3518 NORTHAMPTON STREET NW,WASHINGTON,DC,20015,1401
3,0,Y,1,8,3,2015,12/1/16 0:00,927000,4,1582,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1,2,10492,4504 ARGYLE TERRACE NW,WASHINGTON,DC,20011,2600
3,0,Y,1,9,4,2016,12/1/16 0:00,862000,2,2030,Good Quality,Good,Common Brick,Comp Shingle,Hardwood,1,2,12027,1437 LEEGATE ROAD NW,WASHINGTON,DC,20012,1600
3,1,Y,1,7,4,2016,12/1/16 0:00,725000,4,1840,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,0,1975,5523 13TH STREET NW,WASHINGTON,DC,20011,2002
1,1,N,1,8,4,,12/1/16 0:00,566000,5,1680,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1700,4831 ILLINOIS AVENUE NW,WASHINGTON,DC,20011,2201
2,1,N,1,8,3,,12/1/16 0:00,,3,1720,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,1,1865,5302 KANSAS AVENUE NW,WASHINGTON,DC,20011,2102
1,1,Y,1,7,3,1965,12/1/16 0:00,,3,1088,Above Average,Average,Common Brick,Built Up,Carpet,1,0,2013,4817 7TH STREET NE,WASHINGTON,DC,20017,9509
1,0,Y,1,4,2,,12/1/16 0:00,451000,5,840,Average,Average,Common Brick,Built Up,Hardwood,1,0,1274,1850 L STREET NE,WASHINGTON,DC,20002,8903
1,0,Y,1,6,2,2016,12/1/16 0:00,225000,3,884,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,2354,4361 DUBOIS PLACE SE,WASHINGTON,DC,20019,7703
2,0,Y,1,8,1,2016,12/1/16 0:00,289000,4,800,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,2492,5537 CENTRAL AVENUE SE,WASHINGTON,DC,20019,9905
2,0,Y,1,8,4,2016,12/1/16 0:00,540000,3,1480,Above Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,4210,1426 22ND STREET SE,WASHINGTON,DC,20020,7601
2,1,N,1,10,4,,12/1/16 0:00,,2,1836,Good Quality,Good,Brick/Siding,Comp Shingle,Hardwood,1,1,5000,3027 N STREET SE,WASHINGTON,DC,20019,9901
1,2,Y,1,7,3,2016,12/1/16 0:00,415000,3,1088,Above Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,6805,1426 34TH STREET SE,WASHINGTON,DC,20020,9901
1,0,Y,1,7,2,2003,12/1/16 0:00,280000,5,880,Above Average,Good,Common Brick,Metal- Sms,Wood Floor,1,0,1295,1439 RIDGE PLACE SE,WASHINGTON,DC,20020,7601
3,1,Y,1,8,4,,12/1/16 0:00,645000,3,2509,Above Average,Very Good,Vinyl Siding,Comp Shingle,Wood Floor,1,1,3363,,,,20020,7603
3,0,Y,1,6,4,2016,12/1/16 0:00,450000,2,1200,Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,1,5750,2404 36TH STREET SE,WASHINGTON,DC,20020,7603
3,1,Y,1,11,4,,12/1/16 0:00,575440,4,2298,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,6536,1002 ANDERSON PLACE SE,WASHINGTON,DC,20032,7304
2,1,Y,1,6,3,,12/1/16 0:00,320000,2,1224,Above Average,Excellent,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1098,867 H R DRIVE SE,WASHINGTON,DC,20032,9700
1,0,Y,,3,1,1981,12/1/16 0:00,,2,,,,,,,,0,135,,,,20037,5500
1,0,Y,,2,0,1980,12/1/16 0:00,284900,4,,,,,,,,0,106,,,,20036,5301
2,0,Y,,4,2,1991,12/1/16 0:00,780000,5,,,,,,,,1,528,,,,20009,4201
2,0,Y,,4,2,2003,12/1/16 0:00,,3,,,,,,,,1,464,,,,20009,4201
1,0,Y,,3,1,,12/1/16 0:00,220100,2,,,,,,,,0,83,,,,20009,4300
2,1,Y,,4,2,,12/1/16 0:00,519000,2,,,,,,,,0,663,,,,20017,9301
1,0,N,,4,1,,12/1/16 0:00,200000,3,,,,,,,,0,709,,,,20007,300
1,0,Y,,3,1,,12/1/16 0:00,480000,5,,,,,,,,0,113,,,,20005,10100
1,0,Y,,3,1,,12/1/16 0:00,400000,3,,,,,,,,1,231,,,,20005,10100
2,0,Y,,5,2,,12/1/16 0:00,960000,3,,,,,,,,0,206,,,,20005,5201
2,0,Y,,4,2,2015,12/1/16 0:00,836500,2,,,,,,,,0,513,,,,20009,4002
1,0,Y,,2,0,2005,12/1/16 0:00,219900,4,,,,,,,,0,242,,,,20010,2701
2,0,Y,,4,2,,12/1/16 0:00,650000,2,,,,,,,,0,368,,,,20009,3800
1,0,N,,3,1,,12/1/16 0:00,210000,3,,,,,,,,0,359,,,,20011,2002
1,0,Y,,2,0,2007,12/1/16 0:00,265000,4,,,,,,,,0,205,,,,20024,10500
1,1,Y,,5,2,,12/1/16 0:00,399000,4,,,,,,,,0,857,,,,20024,11000
1,0,Y,,3,1,,12/1/16 0:00,385000,2,,,,,,,,0,586,,,,20024,11000
1,0,Y,,4,1,,12/1/16 0:00,540000,3,,,,,,,,0,9,,,,20001,4701
2,1,Y,1,6,2,2007,12/2/16 0:00,1640000,7,1632,Above Average,Very Good,Common Brick,Built Up,Hardwood,1,1,2200,1519 P STREET NW,WASHINGTON,DC,20005,5201
3,1,Y,1,10,4,2016,12/2/16 0:00,1500000,4,1864,Good Quality,Very Good,Face Brick,Metal- Sms,Hardwood,1,0,1752,322 5TH STREET SE,WASHINGTON,DC,20003,6500
3,0,Y,2,8,4,2013,12/2/16 0:00,975000,5,1464,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,0,1520,1207 E STREET NE,WASHINGTON,DC,20002,8001
4,1,Y,1,7,5,2014,12/2/16 0:00,1630000,4,2666,Excellent,Good,Common Brick,Comp Shingle,Hardwood,1,2,1700,3632 RESERVOIR ROAD NW,WASHINGTON,DC,20007,202
2,0,N,1,6,3,,12/2/16 0:00,875000,3,1782,Good Quality,Average,Common Brick,Metal- Sms,Hardwood,1,1,1950,3208 38TH STREET NW,WASHINGTON,DC,20016,701
2,1,Y,1,6,4,2007,12/2/16 0:00,799000,6,1190,Good Quality,Good,Aluminum,Comp Shingle,Hardwood,1,1,4493,3280 ABERFOYLE PLACE NW,WASHINGTON,DC,20015,1500
3,0,Y,3,14,4,2017,12/2/16 0:00,1380000,4,3135,Very Good,Average,Common Brick,Built Up,Hardwood,3,3,1375,1701 KILBOURNE PLACE NW,WASHINGTON,DC,20010,2702
1,0,N,1,8,3,,12/2/16 0:00,,2,1624,Above Average,Average,Common Brick,Metal- Sms,Hardwood,1,4,2438,5539 1ST STREET NW,WASHINGTON,DC,20011,2102
1,0,Y,1,7,3,,12/2/16 0:00,160000,2,1076,Average,Good,Common Brick,Comp Shingle,Lt Concrete,1,1,2383,5019 8TH STREET NE,WASHINGTON,DC,20017,9509
1,1,Y,1,7,3,,12/2/16 0:00,360000,2,1188,Above Average,Average,Common Brick,Comp Shingle,Carpet,1,0,1898,715 DECATUR PLACE NE,WASHINGTON,DC,20017,9509
1,1,N,1,6,3,2010,12/2/16 0:00,360000,4,832,Average,Good,Stucco,Built Up,Hardwood,1,0,1652,1146 16TH STREET NE,WASHINGTON,DC,20002,8804
2,2,Y,1,6,3,,12/2/16 0:00,565000,4,1700,Good Quality,Very Good,Face Brick,Comp Shingle,Hardwood/Carp,1,0,2591,3650 WRIGHT TERRACE NE,WASHINGTON,DC,20018,9000
1,2,Y,1,5,2,,12/2/16 0:00,,4,1088,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1,0,1467,1852 BRYANT STREET NE,WASHINGTON,DC,20018,11100
2,0,Y,2,9,3,,12/2/16 0:00,340000,2,1014,Average,Good,Shingle,Comp Shingle,Hardwood,2,0,6450,222 47TH STREET NE,WASHINGTON,DC,20019,7803
1,1,Y,1,9,6,2006,12/2/16 0:00,160000,4,1260,Above Average,Good,Default,Comp Shingle,Hardwood,1,1,3004,4920 BLAINE STREET NE,WASHINGTON,DC,20019,7804
3,0,Y,1,7,4,,12/2/16 0:00,389900,2,1396,Above Average,Very Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,2926,5042 JAY STREET NE,WASHINGTON,DC,20019,7809
2,1,Y,1,8,4,,12/2/16 0:00,410000,4,1968,Average,Good,Vinyl Siding,Comp Shingle,Hardwood/Carp,1,0,4000,5513 C STREET SE,WASHINGTON,DC,20019,9905
1,0,N,1,6,2,2006,12/2/16 0:00,219950,3,768,Average,Good,Common Brick,Built Up,Hardwood,1,0,2524,221 57TH PLACE NE,WASHINGTON,DC,20019,7808
1,1,Y,1,7,3,2016,12/2/16 0:00,250000,4,1088,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,2686,1514 FORT DAVIS PLACE SE,WASHINGTON,DC,20020,9902
1,0,N,1,6,3,,12/2/16 0:00,,3,1350,Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,4000,5212 D STREET SE,WASHINGTON,DC,20019,9905
1,1,Y,1,5,2,2016,12/2/16 0:00,271000,3,880,Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,2383,217 55TH STREET NE,WASHINGTON,DC,20019,7808
1,0,N,1,6,3,1985,12/2/16 0:00,,2,1258,Average,Average,Common Brick,Built Up,Hardwood,1,0,3500,1914 Q STREET SE,WASHINGTON,DC,20020,7601
2,0,Y,1,7,3,2016,12/2/16 0:00,331000,5,864,Average,Good,Common Brick,Comp Shingle,Hardwood,1,0,1461,3110 M PLACE SE,WASHINGTON,DC,20019,9901
2,1,Y,1,6,2,2018,12/2/16 0:00,232000,4,918,Average,Very Good,Common Brick,Built Up,Hardwood,1,0,864,1623 RIDGE PLACE SE,WASHINGTON,DC,20020,7601
2,1,Y,1,13,3,,12/2/16 0:00,423670,4,1944,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,6916,1024 COOK DRIVE SE,WASHINGTON,DC,20032,7304
2,0,Y,1,7,3,2016,12/2/16 0:00,306000,4,912,Average,Good,Common Brick,Comp Shingle,Hardwood/Carp,1,0,1749,3480 23RD STREET SE,WASHINGTON,DC,20020,7409
1,1,Y,1,7,4,2005,12/2/16 0:00,495000,7,1522,Above Average,Good,Vinyl Siding,Comp Shingle,Hardwood,1,1,8250,3060 THAYER STREET NE,WASHINGTON,DC,20018,11100
2,0,Y,,5,2,,12/2/16 0:00,,2,,,,,,,,0,900,,,,20002,8702
2,1,Y,,5,3,,12/2/16 0:00,679900,2,,,,,,,,0,519,,,,20011,2400
2,1,Y,,5,2,,12/2/16 0:00,,6,,,,,,,,0,594,,,,20016,801
1,0,N,,2,0,,12/2/16 0:00,277000,4,,,,,,,,0,220,,,,20007,100
1,0,Y,,3,1,1980,12/2/16 0:00,315000,3,,,,,,,,0,105,,,,20036,10700
1,0,Y,,3,1,2006,12/2/16 0:00,399999,5,,,,,,,,0,210,,,,20009,4202
2,0,Y,,5,2,1979,12/2/16 0:00,,5,,,,,,,,1,652,,,,20002,8200
3,1,Y,,5,3,2016,12/2/16 0:00,699999,2,,,,,,,,0,1049,,,,20002,8802
2,0,Y,,4,2,2016,12/2/16 0:00,345000,2,,,,,,,,0,639,,,,20002,8803
1,1,Y,,3,1,2006,12/2/16 0:00,561000,3,,,,,,,,0,235,,,,20005,5001
2,1,Y,,4,2,2016,12/2/16 0:00,1425000,2,,,,,,,,0,780,,,,20009,4002
2,0,Y,,5,2,,12/2/16 0:00,585000,4,,,,,,,,0,244,,,,20001,3500
1,0,Y,,4,1,,12/2/16 0:00,321000,3,,,,,,,,0,550,,,,20024,11000
2,0,Y,,4,2,2007,12/2/16 0:00,480000,3,,,,,,,,0,834,,,,20002,10600
2,0,Y,,5,2,2014,12/2/16 0:00,,2,,,,,,,,0,983,,,,20003,6801
2,0,Y,,4,2,2013,12/2/16 0:00,607000,3,,,,,,,,0,516,,,,20001,4802
1,0,Y,,5,2,2007,12/2/16 0:00,549000,3,,,,,,,,0,462,,,,20009,2702
2,0,Y,,3,1,2006,12/2/16 0:00,680000,3,,,,,,,,0,180,,,,20001,4902
1,0,Y,,3,1,,12/2/16 0:00,469900,2,,,,,,,,0,226,,,,20024,10200
1,0,Y,,3,1,,12/2/16 0:00,869900,3,,,,,,,,0,119,,,,20001,5800
2,2,Y,2,9,4,2005,12/5/16 0:00,1330000,4,2044,Good Quality,Good,Common Brick,Metal- Sms,Wood Floor,2,2,932,603 NORTH CAROLINA AVENUE SE,WASHINGTON,DC,20003,6600
5,0,N,4,11,4,1972,12/5/16 0:00,1312500,2,2653,Very Good,Average,Common Brick,Metal- Sms,Wood Floor,4,3,1337,510 A STREET NE,WASHINGTON,DC,20002,8200
2,0,Y,1,7,2,,12/5/16 0:00,885000,3,1412,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,1,1,969,106 7TH STREET NE,WASHINGTON,DC,20002,8200
3,1,Y,2,12,6,2002,12/5/16 0:00,1350000,3,2143,Good Quality,Good,Common Brick,Metal- Sms,Hardwood,2,4,1656,911 MARYLAND AVENUE NE,WASHINGTON,DC,20002,8100
2,1,Y,1,8,3,2016,12/5/16 0:00,740000,4,1286,Above Average,Good,Common Brick,Metal- Sms,Hardwood,1,0,1089,1217 I STREET NE,WASHINGTON,DC,20002,8410
2,0,Y,1,7,3,2008,12/5/16 0:00,984500,5,1564,Average,Very Good,Common Brick,Neopren,Hardwood,1,1,1836,1311 INDEPENDENCE AVENUE SE,WASHINGTON,DC,20003,6700
1,1,Y,1,5,2,2001,12/5/16 0:00,583500,6,1062,Average,Good,Common Brick,Built Up,Hardwood,1,0,1193,203 WARREN STREET NE,WASHINGTON,DC,20002,8002
1,0,N,1,7,3,,12/5/16 0:00,,3,1432,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,1669,1417 POTOMAC AVENUE SE,WASHINGTON,DC,20003,6900
1,0,N,1,6,2,,12/5/16 0:00,575000,3,928,Average,Average,Common Brick,Metal- Sms,Hardwood/Carp,1,1,808,1544 D STREET SE,WASHINGTON,DC,20003,6802
1,1,Y,1,4,2,2000,12/5/16 0:00,785000,5,812,Excellent,Good,Common Brick,Metal- Sms,Hardwood,1,1,749,1412 27TH STREET NW,WASHINGTON,DC,20007,100
1,0,Y,1,5,2,2009,12/5/16 0:00,842000,5,806,Excellent,Good,Wood Siding,Metal- Sms,Hardwood,1,1,1821,1653 35TH STREET NW,WASHINGTON,DC,20007,202
4,1,Y,1,12,5,2009,12/5/16 0:00,1950000,3,2980,Superior,Good,Brick/Siding,Slate,Hardwood,1,2,10727,4828 QUEBEC STREET NW,WASHINGTON,DC,20016,901
1,1,Y,1,8,3,2012,12/5/16 0:00,,7,1608,Good Quality,Very Good,Wood Siding,Comp Shingle,Hardwood,1,0,4000,4440 49TH STREET NW,WASHINGTON,DC,20016,1001
5,0,N,4,12,9,1965,12/5/16 0:00,1400000,2,3332,Very Good,Average,Common Brick,Built Up,Hardwood,4,0,5938,4100 DAVIS PLACE NW,WASHINGTON,DC,20007,702
4,1,Y,1,9,4,2017,12/5/16 0:00,1140000,2,2552,Very Good,Good,Common Brick,Comp Shingle,Hardwood,2,2,5308,4319 MURDOCK MILL ROAD NW,WASHINGTON,DC,20016,1001
3,2,Y,1,15,5,2018,12/5/16 0:00,2620000,3,4407,Superior,Good,Wood Siding,Comp Shingle,Hardwood,1,3,11244,3030 MACOMB STREET NW,WASHINGTON,DC,20008,600
2,2,Y,1,7,3,2004,12/5/16 0:00,1775000,3,3462,Excellent,Good,Stucco,Comp Shingle,Hardwood,1,3,4950,3321 GARFIELD STREET NW,WASHINGTON,DC,20008,502
2,1,Y,1,7,3,1979,12/5/16 0:00,,4,3104,Good Quality,Average,Common Brick,Comp Shingle,Hardwood,1,1,11279,4725 LINNEAN AVENUE NW,WASHINGTON,DC,20008,1301
3,1,Y,1,6,4,2016,12/5/16 0:00,705000,4,1633,Above Average,Good,Common Brick,Slate,Hardwood,1,1,1840,1373 RITTENHOUSE STREET NW,WASHINGTON,DC,20011,1804
2,1,Y,1,7,3,2011,12/5/16 0:00,669500,3,1631,Above Average,Good,Common Brick,Built Up,Hardwood,1,2,2800,1422 WHITTIER STREET NW,WASHINGTON,DC,20012,1803
1,0,N,1,6,3,,12/5/16 0:00,570000,2,1244,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,1967,1364 NEWTON STREET NW,WASHINGTON,DC,20010,2900
3,1,Y,1,8,4,2016,12/5/16 0:00,872000,3,1350,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,1162,313 ELM STREET NW,WASHINGTON,DC,20001,3400
2,1,Y,1,6,3,2014,12/5/16 0:00,1113500,2,2046,Above Average,Good,Common Brick,Built Up,Hardwood/Carp,1,1,3780,408 U STREET NW,WASHINGTON,DC,20001,3400
2,0,N,1,8,3,,12/5/16 0:00,540000,5,1548,Average,Average,Common Brick,Metal- Sms,Hardwood,1,0,2850,418 INGRAHAM STREET NW,WASHINGTON,DC,20011,2102
3,1,Y,1,6,3,2016,12/5/16 0:00,755000,3,1388,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,1494,4431 5TH STREET NW,WASHINGTON,DC,20011,2301
3,1,Y,1,9,4,2016,12/5/16 0:00,775000,6,1882,Above Average,Good,Common Brick,Built Up,Hardwood,1,0,1881,4910 3RD STREET NW,WASHINGTON,DC,20011,2202
1,0,N,1,6,3,,12/5/16 0:00,574000,2,1264,Average,Average,Common Brick,Built Up,Hardwood/Carp,1,0,1296,210 V STREET NE,WASHINGTON,DC,20002,8702
1,2,Y,1,6,3,,12/5/16 0:00,,5,1112,Average,Good,Common Brick,Built Up,Wood Floor,1,0,2739,5348 CHILLUM PLACE NE,WASHINGTON,DC,20011,9508
3,1,Y,1,6,3,,12/5/16 0:00,769000,3,1398,Good Quality,Very Good,Brick/Siding,Built Up,Hardwood/Carp,1,0,824,602 REGENT PLACE NE,WASHINGTON,DC,20017,9201
1,0,N,1,7,4,,12/5/16 0:00,655000,5,1567,Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,6250,1216 MICHIGAN AVENUE NE,WASHINGTON,DC,20017,9504
3,1,Y,1,10,4,2013,12/5/16 0:00,654000,6,1276,Average,Very Good,Common Brick,Metal- Sms,Hardwood,1,0,1281,1414 TRINIDAD AVENUE NE,WASHINGTON,DC,20002,8802
1,1,N,1,6,3,,12/5/16 0:00,,2,1188,Average,Average,Common Brick,Built Up,Hardwood,1,0,2595,1157 MORSE STREET NE,WASHINGTON,DC,20002,8802
3,0,Y,1,6,3,2016,12/5/16 0:00,,4,1088,Average,Very Good,Common Brick,Built Up,Hardwood,1,0,1280,1508 ADAMS STREET NE,WASHINGTON,DC,20018,9102
1,1,Y,1,6,3,2001,12/5/16 0:00,475000,4,1480,Average,Good,Stucco,Shake,Hardwood,1,0,1290,1653 11TH PLACE NE,WASHINGTON,DC,20002,8804
2,1,Y,1,7,3,,12/5/16 0:00,,3,1520,Above Average,Very Good,Brick/Siding,Comp Shingle,Hardwood/Carp,1,0,1132,3712 FOOTE STREET NE,WASHINGTON,DC,20019,9602
1,0,N,1,6,3,,12/5/16 0:00,,3,832,Average,Average,Common Brick,Comp Shingle,Hardwood,1,0,1813,24 55TH STREET NE,WASHINGTON,DC,20019,7808
2,0,Y,1,6,3,1974,12/5/16 0:00,,4,992,Above Average,Average,Common Brick,Built Up,Hardwood,1,0,2949,1636 FORT DAVIS STREET SE,WASHINGTON,DC,20020,9902
2,0,Y,1,7,3,,12/5/16 0:00,,2,1998,Above Average,Average,Common Brick,Comp Shingle,Hardwood,1,1,6944,3705 N STREET SE,WASHINGTON,DC,20019,9901
2,1,Y,1,9,3,2016,12/5/16 0:00,390000,2,1782,Average,Very Good,Common Brick,Built Up,Hardwood,1,0,2188,1373 MORRIS ROAD SE,WASHINGTON,DC,20020,7407
2,1,Y,1,13,4,,12/5/16 0:00,564592,4,2424,Good Quality,Very Good,Brick/Siding,Comp Shingle,Hardwood,1,1,7901,1026 COOK DRIVE SE,WASHINGTON,DC,20032,7304
1,0,Y,,3,1,2007,12/5/16 0:00,199900,3,,,,,,,,0,247,,,,20017,9204
2,0,Y,,4,2,2014,12/5/16 0:00,429000,2,,,,,,,,4,405,,,,20011,2400
2,1,Y,,4,2,,12/5/16 0:00,685000,5,,,,,,,,1,1906,,,,20016,801
1,0,Y,,2,0,1980,12/5/16 0:00,241000,3,,,,,,,,0,124,,,,20037,5600
1,0,Y,,3,1,1982,12/5/16 0:00,320000,4,,,,,,,,0,155,,,,20009,4202
1,0,Y,,3,1,1980,12/5/16 0:00,265000,2,,,,,,,,0,311,,,,20037,5500
1,0,Y,,2,0,1980,12/5/16 0:00,259000,3,,,,,,,,0,89,,,,20036,5301
2,0,Y,,4,2,2002,12/5/16 0:00,595000,4,,,,,,,,1,243,,,,20005,5002
1,0,Y,,2,0,1995,12/5/16 0:00,229900,6,,,,,,,,0,148,,,,20009,4300
1,0,Y,,3,1,,12/5/16 0:00,369900,2,,,,,,,,0,183,,,,20002,8802
1,0,N,,2,0,1981,12/5/16 0:00,204000,2,,,,,,,,0,152,,,,20007,701
1,0,Y,,4,1,1984,12/5/16 0:00,18000,2,,,,,,,,0,467,,,,20020,7601
2,0,Y,,4,2,,12/5/16 0:00,579900,2,,,,,,,,0,292,,,,20002,8802
1,0,Y,,3,1,1978,12/5/16 0:00,230000,3,,,,,,,,0,540,,,,20016,801
2,0,Y,,5,2,1978,12/5/16 0:00,389000,3,,,,,,,,0,383,,,,20015,1100
2,1,Y,,4,2,2016,12/5/16 0:00,875500,2,,,,,,,,0,928,,,,20001,4902
2,1,Y,,4,2,2016,12/5/16 0:00,,2,,,,,,,,0,1032,,,,20001,4902
2,0,Y,,4,2,,12/5/16 0:00,624900,2,,,,,,,,0,868,,,,20010,2900
1,0,Y,,3,2,2005,12/5/16 0:00,429000,4,,,,,,,,0,397,,,,20010,2701
1,0,Y,,3,1,,12/5/16 0:00,351000,2,,,,,,,,0,245,,,,20009,3800
1,0,Y,,3,1,,12/5/16 0:00,420000,2,,,,,,,,0,224,,,,20009,3800
1,0,Y,,3,1,1985,12/5/16 0:00,372500,3,,,,,,,,0,173,,,,20009,3900
